City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
Pitt Meadows,BC,49.2023044,-122.6817721,1228000.0,3.0,3.0,Townhome,2547.0
Langley,BC,49.154103,-122.6667762,599900.0,2.0,2.0,Condo,773.0
Surrey,BC,49.1329791,-122.8886097,610000.0,2.0,2.0,Condo,1019.0
Surrey,BC,49.1369227,-122.8375148,749000.0,3.0,2.0,Townhome,1308.0
Richmond,BC,49.142164,-123.132704,2690000.0,5.0,6.0,Single Family,3609.0
Delta,BC,49.1662226,-122.8976138,2238880.0,12.0,4.0,MultiFamily,4098.0
Surrey,BC,49.1350669,-122.8655547,1095000.0,4.0,2.0,Single Family,1698.0
Surrey,BC,49.1444236,-122.8770987,1149998.0,3.0,2.0,Single Family,1433.0
North Vancouver,BC,49.3306126,-123.0406852,1099000.0,2.0,2.0,Condo,902.0
Surrey,BC,49.1596877,-122.7817536,888888.0,4.0,3.0,Townhome,1723.0
Surrey,BC,49.1378315,-122.8215332,1849888.0,8.0,6.0,Single Family,3839.0
Surrey,BC,49.1684678,-122.8149271,1699900.0,7.0,5.0,Single Family,3238.0
Richmond,BC,49.14374,-123.119456,2080000.0,3.0,3.0,Single Family,2650.0
Langley,BC,49.1500657,-122.6730985,5280000.0,3.0,4.0,Single Family,4908.0
Surrey,BC,49.1404317,-122.8098506,2499000.0,11.0,8.0,Single Family,5330.0
Richmond,BC,49.1591174,-123.1349799,1269800.0,4.0,3.0,Townhome,2014.0
Langley,BC,49.159747,-122.646442,1050000.0,4.0,3.0,Townhome,2191.0
Langley,BC,49.1384381,-122.654884,1289000.0,5.0,4.0,Condo/Townhome,2419.0
Langley,BC,49.1576784,-122.6598454,825000.0,3.0,2.0,Condo,1140.0
Surrey,BC,49.1516469,-122.7702155,1025000.0,4.0,3.0,Townhome,2167.0
Maple Ridge,BC,49.2091028,-122.5519875,2799900.0,4.0,5.0,Single Family,5722.0
Langley,BC,49.158948,-122.6563404,809999.0,2.0,3.0,Townhome,1278.0
North Vancouver,BC,49.337233,-123.081493,3388000.0,7.0,4.0,Single Family,3860.0
Langley,BC,49.1734605,-122.6263122,1299900.0,3.0,3.0,Single Family,2122.0
North Vancouver,BC,49.342664,-123.096711,3498000.0,6.0,6.0,Single Family,4873.0
Surrey,BC,49.150759,-122.845201,599800.0,3.0,2.0,Condo,855.0
Richmond,BC,49.1334413,-123.0905854,685000.0,2.0,2.0,Condo,912.0
Surrey,BC,49.1464254,-122.855703,2399000.0,9.0,8.0,Single Family,5033.0
Surrey,BC,49.128557,-122.8223623,1398777.0,5.0,4.0,Single Family,2273.0
Surrey,BC,49.1329236,-122.6988337,929000.0,4.0,3.0,Townhome,1840.0
North Vancouver,BC,49.3306126,-123.0406852,1798000.0,3.0,3.0,Condo,1369.0
Surrey,BC,49.1625242,-122.7020869,1849800.0,7.0,4.0,Single Family,4576.0
Langley,BC,49.1413543,-122.6723653,964990.0,3.0,3.0,Townhome,1377.0
Langley,BC,49.1413543,-122.6723653,869990.0,3.0,3.0,Townhome,1302.0
Langley,BC,49.1413543,-122.6723653,1049990.0,3.0,3.0,Townhome,1530.0
Langley,BC,49.1413543,-122.6723653,1019990.0,3.0,3.0,Townhome,1419.0
Langley,BC,49.1483184,-122.637268,1189000.0,4.0,4.0,Condo/Townhome,2234.0
North Vancouver,BC,49.327841,-122.994239,2288000.0,4.0,3.0,Single Family,2987.0
Langley,BC,49.1417431,-122.6544517,1899900.0,4.0,4.0,Single Family,3102.0
Langley,BC,49.1440177,-122.6509459,1380000.0,4.0,4.0,Condo/Townhome,2162.0
Richmond,BC,49.1572652,-123.1290799,768000.0,3.0,2.0,Condo,1170.0
North Vancouver,BC,49.332595,-123.0382722,1198000.0,3.0,2.0,Condo,1130.0
Langley,BC,49.14929,-122.6640132,939900.0,4.0,3.0,Townhome,1372.0
Langley,BC,49.1427993,-122.6405243,1329000.0,4.0,4.0,Condo/Townhome,2483.0
Langley,BC,49.1540338,-122.6332902,1399900.0,5.0,4.0,Single Family,2776.0
Langley,BC,49.1640934,-122.6626918,588800.0,2.0,2.0,Condo,904.0
North Vancouver,BC,49.348864,-123.070032,2488000.0,6.0,4.0,Single Family,3770.0
Richmond,BC,49.14095,-123.098723,2080000.0,0.0,1.0,Single Family,1225.0
Richmond,BC,49.144305,-123.129364,1799800.0,3.0,3.0,Single Family,2380.0
Surrey,BC,49.1465562,-122.7680266,1499999.0,4.0,3.0,Single Family,2339.0
Maple Ridge,BC,49.2048664,-122.5022579,2059900.0,3.0,2.0,Single Family,2360.0
Maple Ridge,BC,49.2215336,-122.5674339,739900.0,3.0,2.0,Condo/Townhome,1439.0
Surrey,BC,49.1522521,-122.8453373,345000.0,3.0,2.0,Manufactured Home,1149.0
Richmond,BC,49.150611,-123.113859,4389000.0,5.0,3.0,Single Family,2746.0
North Vancouver,BC,49.3306126,-123.0406852,779900.0,1.0,1.0,Condo,610.0
North Vancouver,BC,49.3306126,-123.0406852,769900.0,1.0,1.0,Condo,610.0
Richmond,BC,49.143002,-123.134006,3280000.0,5.0,6.0,Single Family,3662.0
Langley,BC,49.1415592,-122.6495576,1379900.0,4.0,4.0,Single Family,2477.0
Surrey,BC,49.1631382,-122.8730551,2799999.0,7.0,8.0,Single Family,3955.0
Maple Ridge,BC,49.2056801,-122.5787496,849000.0,3.0,3.0,Townhome,1532.0
Langley,BC,49.1574614,-122.6599514,555000.0,1.0,1.0,Condo,573.0
Surrey,BC,49.180639,-122.802458,699999.0,2.0,2.0,Townhome,1568.0
Delta,BC,49.1630879,-122.8954342,379900.0,1.0,1.0,Condo,814.0
Surrey,BC,49.1584747,-122.7848546,539800.0,2.0,1.0,Condo,580.0
Richmond,BC,49.1383939,-123.1348565,319800.0,3.0,2.0,Condo,1088.0
Maple Ridge,BC,49.2257202,-122.6068544,639000.0,2.0,2.0,Condo,975.0
Maple Ridge,BC,49.2144243,-122.5888322,399000.0,1.0,1.0,Condo,644.0
Surrey,BC,49.1433487,-122.793214,1999900.0,6.0,6.0,Single Family,3866.0
Maple Ridge,BC,49.242445,-122.5838266,2580000.0,3.0,3.0,Single Family,2194.0
West Vancouver,BC,49.3539351,-123.1196211,2998888.0,6.0,3.0,Single Family,3033.0
Surrey,BC,49.1732873,-122.7904108,2989999.0,6.0,3.0,Single Family,2706.0
Surrey,BC,49.1683085,-122.8192934,1499999.0,5.0,3.0,Single Family,2411.0
Surrey,BC,49.1444212,-122.7973788,1190000.0,4.0,3.0,Condo/Townhome,1616.0
North Vancouver,BC,49.344437,-123.076809,2308000.0,3.0,2.0,Single Family,1524.0
Langley,BC,49.1636769,-122.6632513,499000.0,1.0,1.0,Condo,714.0
Surrey,BC,49.1377573,-122.8383225,477000.0,2.0,1.0,Condo,984.0
Langley,BC,49.1689092,-122.5830314,1688000.0,2.0,1.0,Single Family,902.0
Surrey,BC,49.1833605,-122.7804836,1555000.0,5.0,4.0,Single Family,2868.0
Surrey,BC,49.1286878,-122.8291418,1055000.0,3.0,3.0,Condo/Townhome,1925.0
North Vancouver,BC,49.366388,-123.096149,2248800.0,5.0,4.0,Single Family,3420.0
North Vancouver,BC,49.3306126,-123.0406852,799900.0,1.0,1.0,Condo,610.0
North Vancouver,BC,49.343693,-123.041448,2690000.0,7.0,6.0,Single Family,4230.0
Langley,BC,49.131353,-122.667595,799000.0,3.0,2.0,Condo/Townhome,1542.0
Maple Ridge,BC,49.2396869,-122.5613101,1888000.0,3.0,3.0,Single Family,3555.0
Delta,BC,49.1520004,-122.8974714,2425000.0,8.0,8.0,Single Family,4529.0
Delta,BC,49.1671724,-122.9146027,1299000.0,6.0,4.0,Single Family,2227.0
Surrey,BC,49.128907,-122.7095811,844898.0,3.0,3.0,Townhome,1318.0
Richmond,BC,49.160713,-123.134487,788000.0,2.0,2.0,Condo,1296.0
Langley,BC,49.177353,-122.656025,794900.0,2.0,2.0,Townhome,1541.0
Maple Ridge,BC,49.2078708,-122.5907064,820000.0,3.0,3.0,Townhome,1561.0
North Vancouver,BC,49.3302048,-123.1205689,518000.0,1.0,1.0,Condo,615.0
Delta,BC,49.1539682,-122.9303029,1350000.0,3.0,3.0,Condo/Townhome,1986.0
Richmond,BC,49.1671076,-123.1217169,849000.0,2.0,2.0,Condo,910.0
Richmond,BC,49.17024,-122.978363,950000.0,3.0,3.0,Condo/Townhome,1580.0
Langley,BC,49.1525134,-122.6464063,689000.0,2.0,2.0,Condo,1035.0
Langley,BC,49.150372,-122.6491337,729000.0,2.0,2.0,Condo,1280.0
Maple Ridge,BC,49.2154895,-122.5984243,519900.0,2.0,2.0,Townhome,788.0
North Vancouver,BC,49.3306126,-123.0406852,1099900.0,2.0,2.0,Condo,953.0
Richmond,BC,49.161964,-123.135717,665000.0,1.0,2.0,Condo,792.0
Maple Ridge,BC,49.2248159,-122.6204957,1020000.0,3.0,2.0,Single Family,1736.0
Delta,BC,49.133754,-122.9014976,1159000.0,4.0,4.0,Condo/Townhome,2035.0
Maple Ridge,BC,49.1906356,-122.5535555,798000.0,3.0,3.0,Condo/Townhome,1362.0
Delta,BC,49.1299896,-122.8934871,699999.0,2.0,2.0,Condo,954.0
Maple Ridge,BC,49.1901201,-122.5612676,1568000.0,5.0,4.0,Single Family,3155.0
Langley,BC,49.1455783,-122.6440286,920000.0,4.0,3.0,Townhome,1399.0
Langley,BC,49.1460526,-122.6444215,948800.0,3.0,3.0,Townhome,1401.0
Langley,BC,49.1542917,-122.6446634,519900.0,1.0,1.0,Condo,574.0
Surrey,BC,49.1841656,-122.7368848,1269999.0,4.0,4.0,Townhome,1908.0
Surrey,BC,49.1511378,-122.8870658,649000.0,2.0,2.0,Condo,1130.0
Surrey,BC,49.1902767,-122.7886805,570000.0,2.0,2.0,Condo,1100.0
Surrey,BC,49.1752675,-122.7997657,1299000.0,3.0,3.0,Single Family,1916.0
Delta,BC,49.1325571,-122.9057656,1499000.0,5.0,3.0,Single Family,2310.0
Surrey,BC,49.1734269,-122.7186641,2850000.0,3.0,3.0,Single Family,2568.0
North Vancouver,BC,49.3306126,-123.0406852,998000.0,2.0,2.0,Condo,860.0
Surrey,BC,49.1326167,-122.8532712,392000.0,3.0,2.0,Townhome,1271.0
North Vancouver,BC,49.3306126,-123.0406852,1149900.0,2.0,2.0,Condo,902.0
Delta,BC,49.1656057,-122.8912691,597777.0,3.0,1.0,Townhome,1127.0
Langley,BC,49.1589445,-122.6560961,799000.0,2.0,3.0,Townhome,1265.0
Langley,BC,49.1322454,-122.6651338,710000.0,2.0,1.0,Condo/Townhome,1269.0
Maple Ridge,BC,49.2197978,-122.6034393,529900.0,2.0,2.0,Condo,753.0
Delta,BC,49.156331,-122.9047277,699900.0,2.0,2.0,Condo,983.0
Langley,BC,49.1705587,-122.6281169,1499900.0,6.0,3.0,Single Family,2306.0
North Vancouver,BC,49.328578,-123.1212733,749900.0,2.0,1.0,Townhome,601.0
Surrey,BC,49.13959,-122.887277,795000.0,3.0,2.0,Townhome,1398.0
Maple Ridge,BC,49.2063324,-122.5173497,1888000.0,3.0,2.0,Single Family,1873.0
North Vancouver,BC,49.328578,-123.1212733,739900.0,1.0,1.0,Condo,581.0
North Vancouver,BC,49.328578,-123.1212733,1889900.0,4.0,3.0,Townhome,1800.0
North Vancouver,BC,49.328578,-123.1212733,1429900.0,3.0,3.0,Townhome,1300.0
Richmond,BC,49.1672646,-123.1192136,621000.0,1.0,1.0,Condo,670.0
Surrey,BC,49.1329803,-122.8884277,650000.0,2.0,2.0,Condo,1220.0
Maple Ridge,BC,49.1951258,-122.5335867,959000.0,3.0,3.0,Townhome,1757.0
Surrey,BC,49.14379,-122.6762393,1369000.0,4.0,5.0,Duplex,2775.0
Langley,BC,49.1507253,-122.6613531,1380000.0,4.0,4.0,Condo/Townhome,2242.0
Langley,BC,49.1385899,-122.6542741,1388800.0,5.0,6.0,Duplex,2673.0
Langley,BC,49.1572775,-122.6592328,899900.0,3.0,2.0,Condo,1310.0
Maple Ridge,BC,49.2212616,-122.6065156,419900.0,1.0,1.0,Condo,617.0
Surrey,BC,49.1960497,-122.8002704,464879.0,1.0,1.0,Condo,718.0
Surrey,BC,49.1582899,-122.8473104,735000.0,3.0,2.0,Townhome,1100.0
Surrey,BC,49.1619236,-122.7695986,2299000.0,6.0,5.0,Single Family,4871.0
Surrey,BC,49.1270665,-122.8486691,2399000.0,8.0,8.0,Single Family,4844.0
Surrey,BC,49.1309999,-122.7256246,1599000.0,4.0,4.0,Single Family,3061.0
Maple Ridge,BC,49.2455125,-122.5680203,1380000.0,5.0,4.0,Single Family,2621.0
Surrey,BC,49.1293207,-122.874312,1970000.0,8.0,7.0,Single Family,4002.0
Maple Ridge,BC,49.2261732,-122.5576422,1589000.0,5.0,3.0,Single Family,2712.0
Surrey,BC,49.1589935,-122.7659161,1449900.0,3.0,2.0,Single Family,2156.0
Langley,BC,49.1574614,-122.6599514,1230000.0,2.0,2.0,Condo,1022.0
Langley,BC,49.1532267,-122.643289,534000.0,2.0,1.0,Condo,793.0
Langley,BC,49.157625,-122.6584958,838000.0,3.0,2.0,Condo,1340.0
Maple Ridge,BC,49.2211142,-122.620469,599990.0,1.0,1.0,Condo/Townhome,1023.0
Richmond,BC,49.1335149,-123.0982165,1358000.0,3.0,3.0,Townhome,1600.0
Surrey,BC,49.132125,-122.8523224,249000.0,2.0,1.0,Condo/Townhome,991.0
Langley,BC,49.1572775,-122.6592328,639900.0,2.0,2.0,Condo,812.0
Maple Ridge,BC,49.2131755,-122.5262961,1599900.0,5.0,4.0,Single Family,2847.0
Langley,BC,49.138589,-122.6547745,1289900.0,5.0,4.0,Condo/Townhome,2420.0
Surrey,BC,49.1435796,-122.8272866,1599000.0,7.0,4.0,Single Family,3709.0
Maple Ridge,BC,49.2138725,-122.5954004,704900.0,3.0,2.0,Condo/Townhome,987.0
Richmond,BC,49.1659616,-123.1332049,498800.0,1.0,1.0,Condo,804.0
Surrey,BC,49.1535215,-122.7967155,1525000.0,4.0,4.0,Single Family,2567.0
Richmond,BC,49.1685125,-123.1363372,799000.0,2.0,1.0,Condo,735.0
West Vancouver,BC,49.3510845,-123.1307667,4580000.0,4.0,5.0,Single Family,2973.0
Delta,BC,49.1662168,-122.9012579,1325000.0,5.0,2.0,Single Family,2017.0
Langley,BC,49.1556792,-122.6655287,499900.0,1.0,1.0,Condo,669.0
Surrey,BC,49.133919,-122.700418,545900.0,2.0,1.0,Townhome,698.0
Richmond,BC,49.1685125,-123.1363372,769000.0,2.0,1.0,Condo,670.0
West Vancouver,BC,49.3630187,-123.1297691,3350000.0,8.0,5.0,Single Family,4361.0
Maple Ridge,BC,49.214096,-122.5833615,1210000.0,3.0,3.0,Single Family,2050.0
Surrey,BC,49.1371304,-122.8208211,1799000.0,8.0,6.0,Single Family,3605.0
Richmond,BC,49.169585,-123.131048,848000.0,2.0,2.0,Condo,955.0
Surrey,BC,49.1611435,-122.779243,495000.0,1.0,1.0,Condo,643.0
Maple Ridge,BC,49.2283075,-122.5230512,1625000.0,4.0,3.0,Single Family,2460.0
Surrey,BC,49.1863003,-122.7967522,649900.0,2.0,2.0,Condo,855.0
Surrey,BC,49.1613519,-122.7823338,1118800.0,4.0,4.0,Townhome,2513.0
North Vancouver,BC,49.3297345,-123.0730848,799900.0,1.0,1.0,Condo,958.0
Langley,BC,49.132264,-122.6564931,2099900.0,8.0,6.0,Single Family,3618.0
Surrey,BC,49.1535215,-122.7967155,1525000.0,4.0,4.0,Single Family,2567.0
Richmond,BC,49.1687391,-123.1364794,899800.0,3.0,2.0,Condo,1059.0
Surrey,BC,49.134096,-122.869579,399888.0,1.0,1.0,Condo,661.0
Richmond,BC,49.138967,-123.103267,3280000.0,5.0,7.0,Single Family,3511.0
Langley,BC,49.1409327,-122.6696824,803400.0,2.0,2.0,Condo,932.0
Surrey,BC,49.1927154,-122.7935355,2399999.0,4.0,2.0,Single Family,1728.0
Surrey,BC,49.138776,-122.841095,450000.0,1.0,1.0,Condo,561.0
Surrey,BC,49.1614534,-122.8507892,1399000.0,6.0,3.0,Single Family,2170.0
Surrey,BC,49.1965944,-122.7678265,1848000.0,5.0,4.0,Single Family,2519.0
Delta,BC,49.1334157,-122.8944755,1598000.0,5.0,3.0,Single Family,2522.0
North Vancouver,BC,49.338133,-123.074378,1750000.0,3.0,2.0,Single Family,1700.0
North Vancouver,BC,49.3272882,-123.0676007,1949000.0,4.0,4.0,Duplex,1914.0
North Vancouver,BC,49.3307311,-123.1232354,679900.0,2.0,2.0,Condo,942.0
Langley,BC,49.1343658,-122.6597959,649900.0,2.0,2.0,Condo,841.0
Langley,BC,49.1512764,-122.6559323,909900.0,3.0,3.0,Townhome,1489.0
Surrey,BC,49.153839,-122.775628,599000.0,2.0,2.0,Condo,1031.0
Surrey,BC,49.130188,-122.835846,525000.0,1.0,1.0,Condo,910.0
Delta,BC,49.1559208,-122.9259241,586000.0,1.0,1.0,Condo,588.0
Langley,BC,49.1343658,-122.6597959,629900.0,2.0,2.0,Condo,774.0
Maple Ridge,BC,49.2138196,-122.5914733,1149900.0,3.0,2.0,Single Family,2175.0
Langley,BC,49.1343658,-122.6597959,609900.0,2.0,2.0,Condo,754.0
Surrey,BC,49.1333683,-122.8539822,399900.0,3.0,2.0,Townhome,1459.0
Maple Ridge,BC,49.2165961,-122.6041562,470000.0,1.0,1.0,Condo,561.0
Langley,BC,49.1385825,-122.6535103,1299000.0,3.0,4.0,Condo/Townhome,2422.0
Surrey,BC,49.1579096,-122.7843978,974999.0,4.0,4.0,Condo/Townhome,1539.0
Surrey,BC,49.188034,-122.7825774,1388000.0,3.0,3.0,Single Family,1832.0
Surrey,BC,49.1697651,-122.7354934,1849999.0,4.0,3.0,Single Family,3092.0
Surrey,BC,49.1275199,-122.8121807,1999999.0,8.0,6.0,Single Family,3482.0
Surrey,BC,49.1629358,-122.8628546,2449888.0,9.0,10.0,Single Family,5537.0
Surrey,BC,49.15573,-122.8162848,1841000.0,7.0,3.0,Single Family,2425.0
Surrey,BC,49.1392846,-122.8310374,1599888.0,6.0,4.0,Single Family,2959.0
Surrey,BC,49.199099,-122.7635222,1600000.0,4.0,4.0,Single Family,2355.0
Surrey,BC,49.1558133,-122.8322009,1549000.0,4.0,3.0,Single Family,2364.0
North Vancouver,BC,49.3306126,-123.0406852,880000.0,1.0,1.0,Condo,564.0
Surrey,BC,49.187617,-122.7922563,570000.0,2.0,2.0,Condo,876.0
Delta,BC,49.1490826,-122.8961492,1398888.0,4.0,4.0,Single Family,2071.0
Delta,BC,49.169736,-122.9169121,1549900.0,7.0,2.0,Single Family,3453.0
Delta,BC,49.1333269,-122.914389,1168000.0,4.0,4.0,Condo/Townhome,2055.0
Surrey,BC,49.1331063,-122.686005,1099000.0,4.0,4.0,Condo/Townhome,2016.0
Richmond,BC,49.1626399,-123.1197111,1278000.0,3.0,3.0,Condo/Townhome,1397.0
Maple Ridge,BC,49.2240312,-122.5911887,1059900.0,4.0,4.0,Townhome,2361.0
Surrey,BC,49.1842975,-122.7361022,1065000.0,4.0,4.0,Townhome,1918.0
Maple Ridge,BC,49.2176774,-122.5772638,1248000.0,5.0,3.0,Single Family,2190.0
Surrey,BC,49.1875849,-122.795762,799900.0,3.0,2.0,Condo,1276.0
Surrey,BC,49.148007,-122.754029,999800.0,4.0,3.0,Townhome,2535.0
Surrey,BC,49.1611435,-122.779243,519900.0,1.0,1.0,Condo,633.0
Surrey,BC,49.160256,-122.8225056,1439000.0,5.0,4.0,Single Family,2400.0
Surrey,BC,49.127536,-122.7309929,1649000.0,5.0,4.0,Single Family,3563.0
Surrey,BC,49.1505347,-122.886948,599000.0,2.0,2.0,Condo,985.0
North Vancouver,BC,49.348407,-123.045746,3288000.0,6.0,7.0,Single Family,6338.0
Richmond,BC,49.14653,-123.104543,1298000.0,3.0,3.0,Single Family,1553.0
Surrey,BC,49.1516646,-122.7795524,975000.0,3.0,3.0,Townhome,1450.0
Surrey,BC,49.1503703,-122.843207,849000.0,3.0,2.0,Townhome,1301.0
Surrey,BC,49.1397514,-122.8307331,2299999.0,6.0,7.0,Single Family,3831.0
North Vancouver,BC,49.341908,-123.102121,2150000.0,4.0,2.0,Single Family,2347.0
Surrey,BC,49.1918342,-122.7478345,2068888.0,7.0,7.0,Single Family,4909.0
Maple Ridge,BC,49.2233306,-122.5601311,1619900.0,6.0,4.0,Single Family,3313.0
North Vancouver,BC,49.3306126,-123.0406852,1549900.0,3.0,2.0,Condo,1327.0
Maple Ridge,BC,49.249836,-122.5798281,1225000.0,5.0,4.0,Condo/Townhome,2736.0
North Vancouver,BC,49.357806,-123.100679,2398000.0,5.0,2.0,Single Family,2432.0
Langley,BC,49.1385815,-122.6533301,1389000.0,4.0,4.0,Condo/Townhome,2722.0
Surrey,BC,49.129356,-122.836483,699000.0,2.0,2.0,Townhome,1586.0
Langley,BC,49.1293514,-122.6653892,899000.0,4.0,4.0,Townhome,1622.0
Maple Ridge,BC,49.2158833,-122.6017261,536900.0,1.0,1.0,Condo,683.0
Surrey,BC,49.133516,-122.826692,1249000.0,6.0,4.0,Duplex,2730.0
Surrey,BC,49.150759,-122.845201,599000.0,2.0,2.0,Condo,774.0
Surrey,BC,49.1373978,-122.8072016,1899000.0,4.0,4.0,Single Family,2798.0
Surrey,BC,49.129356,-122.836483,715000.0,2.0,2.0,Townhome,1788.0
Maple Ridge,BC,49.2176398,-122.5801141,924500.0,4.0,4.0,Townhome,1919.0
North Vancouver,BC,49.349226,-123.093996,5499000.0,5.0,6.0,Single Family,5286.0
Langley,BC,49.1394822,-122.6538266,1775000.0,7.0,6.0,Single Family,3645.0
Surrey,BC,49.129356,-122.836483,725000.0,2.0,2.0,Townhome,1729.0
Maple Ridge,BC,49.2223016,-122.6064938,449900.0,2.0,1.0,Condo,866.0
Surrey,BC,49.179409,-122.7740534,949888.0,3.0,3.0,Townhome,1482.0
Surrey,BC,49.1614287,-122.7801489,614900.0,2.0,2.0,Condo,868.0
Surrey,BC,49.1504485,-122.7790968,999999.0,3.0,3.0,Townhome,1625.0
Maple Ridge,BC,49.2180611,-122.5959932,849900.0,2.0,3.0,Condo,1414.0
Surrey,BC,49.1985838,-122.8021546,559900.0,2.0,2.0,Condo,990.0
West Vancouver,BC,49.355135,-123.1363316,3398000.0,4.0,3.0,Single Family,2778.0
Richmond,BC,49.1652554,-123.1325545,469900.0,1.0,1.0,Condo,730.0
Delta,BC,49.1564572,-122.9033893,999000.0,3.0,3.0,Condo/Townhome,1796.0
North Vancouver,BC,49.327949,-123.075764,839900.0,2.0,2.0,Condo,981.0
Delta,BC,49.1336413,-122.9142806,1138888.0,4.0,4.0,Townhome,1735.0
North Vancouver,BC,49.3309091,-123.1222793,599000.0,2.0,1.0,Condo,866.0
Langley,BC,49.1349039,-122.66014,1179000.0,4.0,4.0,Townhome,2041.0
West Vancouver,BC,49.3631632,-123.1301801,4688000.0,4.0,5.0,Single Family,5694.0
West Vancouver,BC,49.3383112,-123.1279954,2699000.0,5.0,3.0,Single Family,2636.0
Langley,BC,49.1447887,-122.6556137,1388000.0,5.0,5.0,Duplex,2894.0
Langley,BC,49.1574614,-122.6599514,790000.0,2.0,2.0,Condo,935.0
North Vancouver,BC,49.3283984,-123.0736283,849000.0,2.0,1.0,Condo,882.0
Surrey,BC,49.1327909,-122.8230464,858900.0,4.0,4.0,Townhome,1637.0
Maple Ridge,BC,49.2245697,-122.6056453,549000.0,2.0,2.0,Condo,976.0
Maple Ridge,BC,49.2227946,-122.6048327,524900.0,2.0,1.0,Condo,649.0
Richmond,BC,49.1665427,-123.127019,977000.0,3.0,3.0,Condo/Townhome,1481.0
Langley,BC,49.1280273,-122.6789361,1799999.0,7.0,4.0,Single Family,3609.0
Richmond,BC,49.1653463,-123.1338499,629000.0,1.0,1.0,Condo,582.0
Surrey,BC,49.171916,-122.7895877,1449000.0,4.0,3.0,Single Family,2080.0
Surrey,BC,49.150759,-122.845201,599000.0,2.0,2.0,Condo,774.0
Surrey,BC,49.1337761,-122.7007635,729000.0,3.0,2.0,Condo,975.0
Surrey,BC,49.1297195,-122.7224767,849000.0,3.0,3.0,Townhome,1404.0
North Vancouver,BC,49.3306126,-123.0406852,719900.0,1.0,1.0,Condo,609.0
Maple Ridge,BC,49.215241,-122.6006508,639999.0,2.0,2.0,Condo,975.0
Maple Ridge,BC,49.2285327,-122.6114796,2299000.0,7.0,7.0,Single Family,5379.0
Surrey,BC,49.169845,-122.7049587,2199000.0,3.0,2.0,Single Family,2119.0
Langley,BC,49.1645152,-122.6635239,499900.0,1.0,1.0,Condo,714.0
Richmond,BC,49.169879,-123.135498,549990.0,1.0,1.0,Condo,524.0
Richmond,BC,49.1409258,-123.127012,1190000.0,3.0,3.0,Condo/Townhome,1280.0
Maple Ridge,BC,49.235377,-122.5866641,1050000.0,5.0,2.0,Single Family,2037.0
Surrey,BC,49.1684588,-122.8098701,1599000.0,2.0,1.0,Single Family,1190.0
West Vancouver,BC,49.3583221,-123.1280829,4680000.0,5.0,6.0,Single Family,4973.0
Maple Ridge,BC,49.2158833,-122.6017261,499900.0,1.0,1.0,Condo,683.0
Richmond,BC,49.1607673,-123.1269328,1230000.0,4.0,4.0,Condo/Townhome,1676.0
Maple Ridge,BC,49.2158833,-122.6017261,499900.0,1.0,1.0,Condo,683.0
Maple Ridge,BC,49.2158833,-122.6017261,499900.0,1.0,1.0,Condo,683.0
Maple Ridge,BC,49.2158833,-122.6017261,499900.0,1.0,1.0,Condo,683.0
Maple Ridge,BC,49.2158833,-122.6017261,508900.0,1.0,1.0,Condo,683.0
Maple Ridge,BC,49.2321757,-122.5452451,2799888.0,4.0,4.0,Single Family,3580.0
Richmond,BC,49.147705,-123.096061,1349000.0,3.0,1.0,Single Family,1224.0
Langley,BC,49.1574614,-122.6599514,799900.0,2.0,2.0,Condo,910.0
Richmond,BC,49.1536071,-123.1249809,1368000.0,4.0,4.0,Condo/Townhome,1630.0
Surrey,BC,49.1887398,-122.8071867,515000.0,1.0,1.0,Condo,667.0
Maple Ridge,BC,49.2212616,-122.6065156,489900.0,1.0,1.0,Condo,726.0
Richmond,BC,49.163961,-123.129786,638000.0,1.0,1.0,Condo,762.0
West Vancouver,BC,49.3627851,-123.1310136,2398000.0,4.0,5.0,Single Family,2633.0
Surrey,BC,49.1281658,-122.8223639,1399000.0,5.0,4.0,Single Family,2663.0
Richmond,BC,49.163132,-123.132102,429000.0,1.0,1.0,Condo,676.0
Delta,BC,49.156331,-122.9047277,799000.0,2.0,2.0,Condo,1220.0
Langley,BC,49.1447887,-122.6556137,1325000.0,6.0,4.0,Condo/Townhome,2593.0
Richmond,BC,49.1680568,-123.1363368,628800.0,1.0,1.0,Condo,520.0
Surrey,BC,49.1594136,-122.7963719,1899999.0,5.0,3.0,Single Family,2134.0
Surrey,BC,49.2039459,-122.7973565,1438000.0,3.0,3.0,Single Family,1885.0
North Vancouver,BC,49.328524,-123.060332,2698000.0,5.0,4.0,Single Family,2761.0
Surrey,BC,49.1456759,-122.8781981,1599000.0,3.0,2.0,Single Family,1594.0
Surrey,BC,49.150759,-122.845201,599999.0,3.0,2.0,Condo,854.0
Richmond,BC,49.1685125,-123.1363372,899900.0,3.0,2.0,Condo,935.0
Richmond,BC,49.135515,-123.124831,1498000.0,5.0,3.0,Duplex,2570.0
North Vancouver,BC,49.33829,-123.038692,1199888.0,3.0,2.0,Condo/Townhome,1056.0
Richmond,BC,49.163297,-123.094568,7488000.0,8.0,8.0,Single Family,8011.0
Langley,BC,49.1415577,-122.6762602,1369900.0,6.0,5.0,Duplex,2757.0
West Vancouver,BC,49.3459149,-123.1337268,4098800.0,3.0,4.0,Single Family,3948.0
